Time,Temp,CO2,Heater
2023-01-22 00:07:54.036560,71.6,9.034,0
2023-01-22 00:07:54.981707,71.6,9.034,0
2023-01-22 00:07:56.441437,71.6,9.034,0
2023-01-22 00:07:57.938195,71.7116,9.034,0
2023-01-22 00:07:59.408668,71.6,8.483,0
2023-01-22 00:08:00.839910,71.6,7.966,0
2023-01-22 00:08:02.331402,71.6,8.754,0
2023-01-22 00:08:04.585517,71.6,8.754,0
2023-01-22 00:08:06.041154,71.6,8.483,0
2023-01-22 00:08:07.502975,71.48660000000001,8.483,0
2023-01-22 00:08:08.924090,71.6,8.754,1
2023-01-22 00:08:11.020346,71.48660000000001,8.754,1
2023-01-22 00:08:12.450379,71.48660000000001,9.323,1
2023-01-22 00:08:13.934287,71.48660000000001,9.034,1
2023-01-22 00:08:15.410031,71.6,9.034,1
2023-01-22 00:08:17.510380,71.6,9.034,1
2023-01-22 00:08:18.921953,71.6,8.483,1
2023-01-22 00:08:20.358825,71.6,7.966,1
2023-01-22 00:08:21.811493,71.6,9.323,1
2023-01-22 00:08:23.998872,71.6,9.034,1
2023-01-22 00:08:25.483415,71.6,9.034,1
2023-01-22 00:08:26.921749,71.6,8.483,1
2023-01-22 00:08:28.369878,71.6,9.323,1
2023-01-22 00:08:30.628534,71.48660000000001,9.323,1
2023-01-22 00:08:32.051144,71.48660000000001,8.483,1
2023-01-22 00:08:33.481691,71.48660000000001,3.862,1
2023-01-22 00:08:34.920340,71.6,16.431,1
2023-01-22 00:08:37.268240,71.6,16.431,1
2023-01-22 00:08:38.681088,71.7116,16.957,1
2023-01-22 00:08:40.130266,71.6,16.957,1
2023-01-22 00:08:41.610780,71.7116,16.957,1
2023-01-22 00:08:44.204229,71.7116,16.957,1
2023-01-22 00:08:45.640866,71.7116,15.922,1
2023-01-22 00:08:47.080884,71.6,15.428,1
2023-01-22 00:08:48.571620,71.6,16.431,1
2023-01-22 00:08:50.760729,71.6,16.957,1
2023-01-22 00:08:52.241328,71.6,16.957,1
2023-01-22 00:08:53.651015,71.6,16.431,1
2023-01-22 00:08:55.141503,71.7116,17.499,1
2023-01-22 00:08:57.359358,71.7116,17.499,1
2023-01-22 00:08:58.759444,71.7116,15.922,1
2023-01-22 00:09:00.201785,71.7116,15.922,1
2023-01-22 00:09:01.681506,71.7116,16.431,1
2023-01-22 00:09:04.072789,71.7116,16.957,1
2023-01-22 00:09:05.480056,71.7116,16.431,1
2023-01-22 00:09:06.931068,71.7116,16.431,1
2023-01-22 00:09:08.361843,71.825,17.499,1
2023-01-22 00:09:09.804229,71.825,16.431,1
2023-01-22 00:09:11.278201,71.825,15.922,1
2023-01-22 00:09:12.693113,71.825,15.922,1
2023-01-22 00:09:14.130408,71.825,16.957,1
2023-01-22 00:09:15.560780,71.9366,16.957,1
2023-01-22 00:09:17.536977,72.05,16.957,1
2023-01-22 00:09:19.000813,72.1616,15.922,1
2023-01-22 00:09:20.440755,72.1616,16.431,1
2023-01-22 00:09:21.891235,72.275,16.957,1
2023-01-22 00:09:24.265369,72.275,15.922,1
2023-01-22 00:09:25.770746,72.3866,15.428,1
2023-01-22 00:09:27.261272,72.3866,16.957,1
2023-01-22 00:09:28.692731,72.61160000000001,16.957,1
2023-01-22 00:09:30.912692,72.725,16.957,0
2023-01-22 00:09:32.360618,72.8366,16.957,0
2023-01-22 00:09:33.800183,72.8366,17.499,0
2023-01-22 00:09:35.241212,73.0616,16.957,0
2023-01-22 00:09:37.652466,73.175,15.922,0
2023-01-22 00:09:39.080900,73.2866,15.922,0
2023-01-22 00:09:40.520781,73.2866,17.499,0
2023-01-22 00:09:42.002233,73.4,16.957,0
2023-01-22 00:09:44.313701,73.5116,17.499,0
2023-01-22 00:09:45.811997,73.5116,17.499,0
2023-01-22 00:09:47.251454,73.625,17.499,0
2023-01-22 00:09:48.681984,73.625,17.499,0
2023-01-22 00:09:50.990019,73.73660000000001,15.922,0
2023-01-22 00:09:52.441792,73.85,15.428,0
2023-01-22 00:09:53.882067,73.9616,17.499,0
2023-01-22 00:09:55.320832,73.9616,16.957,0
2023-01-22 00:09:57.712806,74.1866,17.499,0
2023-01-22 00:09:59.161295,74.1866,16.957,0
2023-01-22 00:10:00.610445,74.4116,16.957,0
2023-01-22 00:10:02.051010,74.4116,16.431,0
2023-01-22 00:10:03.536049,74.525,16.431,0
2023-01-22 00:10:04.998266,74.6366,16.431,0
2023-01-22 00:10:06.440677,74.6366,16.957,0
2023-01-22 00:10:07.887714,74.6366,17.499,0
2023-01-22 00:10:09.331572,74.6366,16.957,0
2023-01-22 00:10:11.506312,74.6366,16.957,0
2023-01-22 00:10:12.919832,74.6366,17.499,0
2023-01-22 00:10:14.496016,74.6366,16.957,0
2023-01-22 00:10:15.958399,74.75,15.922,0
2023-01-22 00:10:18.082764,74.6366,16.431,0
2023-01-22 00:10:19.560524,74.6366,17.499,0
2023-01-22 00:10:21.000714,74.6366,16.957,0
2023-01-22 00:10:22.442143,74.6366,16.957,0
2023-01-22 00:10:24.858598,74.75,16.957,0
2023-01-22 00:10:26.279013,74.75,16.957,0
2023-01-22 00:10:27.723870,74.86160000000001,16.957,0
2023-01-22 00:10:35.003049,74.86160000000001,15.428,0
2023-01-22 00:11:41.471676,74.975,15.922,0
2023-01-22 00:12:56.018365,74.1866,16.957,0
2023-01-22 00:14:10.564431,71.375,16.957,0
2023-01-22 00:15:58.754087,71.375,8.754,0
2023-01-22 00:15:59.701510,71.48660000000001,9.034,0
2023-01-22 00:16:02.421414,71.48660000000001,9.323,1
2023-01-22 00:16:03.878140,71.48660000000001,8.754,1
2023-01-22 00:16:05.321387,71.48660000000001,9.034,1
2023-01-22 00:16:06.768129,71.48660000000001,8.483,1
2023-01-22 00:16:09.021524,71.48660000000001,8.754,1
2023-01-22 00:16:10.451132,71.48660000000001,8.483,1
2023-01-22 00:16:11.712748,71.48660000000001,8.754,1
2023-01-22 00:16:13.168359,71.48660000000001,9.323,1
2023-01-22 00:16:14.601035,71.48660000000001,16.957,1
2023-01-22 00:16:16.051558,71.48660000000001,16.957,1
2023-01-22 00:16:17.488108,71.48660000000001,16.957,1
2023-01-22 00:16:18.921363,71.48660000000001,16.957,1
2023-01-22 00:16:20.054605,71.48660000000001,15.922,1
2023-01-22 00:16:21.488316,71.375,16.431,1
2023-01-22 00:16:22.918435,71.48660000000001,17.499,1
2023-01-22 00:16:23.554094,71.375,16.957,0
2023-01-22 00:16:24.370717,71.48660000000001,17.499,1
2023-01-22 00:16:24.501876,71.48660000000001,9.034,0
2023-01-22 00:16:26.974705,71.48660000000001,5.459,1
2023-01-22 00:16:28.438365,71.48660000000001,14.950,1
2023-01-22 00:16:29.890538,71.48660000000001,7.719,1
2023-01-22 00:16:31.318772,71.48660000000001,7.479,1
2023-01-22 00:16:33.610834,71.48660000000001,4.112,1
2023-01-22 00:16:35.091754,71.48660000000001,11.622,1
2023-01-22 00:16:36.522785,71.48660000000001,7.479,1
2023-01-22 00:16:37.998721,71.48660000000001,8.483,1
2023-01-22 00:16:40.270438,71.48660000000001,8.220,1
2023-01-22 00:16:49.955293,71.6,8.754,0
2023-01-22 00:16:50.951005,71.6,8.754,0
2023-01-22 00:16:53.528607,71.6,8.754,0
2023-01-22 00:16:54.998767,71.6,9.034,0
2023-01-22 00:16:56.453551,71.6,8.754,0
2023-01-22 00:16:57.881558,71.6,8.220,0
2023-01-22 00:17:00.310681,71.6,8.220,0
2023-01-22 00:17:01.721760,71.6,7.719,0
2023-01-22 00:17:03.158386,71.6,8.220,0
2023-01-22 00:17:04.661604,71.7116,8.483,0
2023-01-22 00:17:07.182002,71.6,8.754,0
2023-01-22 00:17:08.599817,71.6,9.034,0
2023-01-22 00:17:10.061107,71.7116,8.754,0
2023-01-22 00:17:11.480817,71.7116,8.483,0
2023-01-22 00:17:12.920077,71.7116,8.220,0
2023-01-22 00:17:14.358708,71.7116,7.966,0
2023-01-22 00:17:15.800921,71.7116,9.034,0
2023-01-22 00:17:17.241282,71.7116,8.754,0
2023-01-22 00:17:18.690816,71.7116,8.483,0
2023-01-22 00:17:20.806822,71.7116,8.754,0
2023-01-22 00:17:22.279878,71.825,8.220,0
2023-01-22 00:17:23.734426,71.825,7.248,0
2023-01-22 00:17:25.164105,71.825,8.220,0
2023-01-22 00:17:27.557506,71.825,7.966,0
2023-01-22 00:17:29.001419,71.825,8.483,0
2023-01-22 00:17:30.451240,71.9366,8.220,0
2023-01-22 00:17:31.891897,71.9366,9.034,0
2023-01-22 00:17:34.500662,71.9366,9.034,0
2023-01-22 00:17:35.961760,71.825,9.323,0
2023-01-22 00:17:37.400772,71.9366,9.323,0
2023-01-22 00:17:38.840291,71.9366,7.719,0
2023-01-22 00:17:41.289730,71.9366,8.220,0
2023-01-22 00:17:42.760839,71.9366,9.034,0
2023-01-22 00:17:44.202699,71.9366,9.323,0
2023-01-22 00:17:45.650893,71.9366,8.754,0
2023-01-22 00:17:48.094190,71.9366,8.754,0
2023-01-22 00:17:49.600671,71.9366,9.034,0
2023-01-22 00:17:51.010503,71.9366,9.323,0
2023-01-22 00:17:52.440503,71.9366,8.754,0
2023-01-22 00:17:54.952302,71.9366,9.323,0
2023-01-22 00:17:56.372176,71.9366,8.483,0
2023-01-22 00:17:57.810762,71.9366,8.483,0
2023-01-22 00:17:59.240693,71.9366,9.323,0
2023-01-22 00:18:00.678954,71.9366,8.483,0
2023-01-22 00:18:02.128378,71.9366,8.483,0
2023-01-22 00:18:03.571812,71.9366,7.719,0
2023-01-22 00:18:05.007162,71.9366,9.323,0
2023-01-22 00:18:06.441249,71.9366,9.034,0
2023-01-22 00:18:08.039577,71.9366,7.966,0
2023-01-22 00:18:09.480066,71.9366,7.719,0
2023-01-22 00:18:10.919108,72.05,8.483,0
2023-01-22 00:18:12.360596,72.05,7.023,0
2023-01-22 00:18:14.456396,72.05,9.034,0
2023-01-22 00:18:15.881426,72.05,9.034,0
2023-01-22 00:18:17.321421,72.05,9.034,0
2023-01-22 00:18:18.762769,72.05,8.754,0
2023-01-22 00:18:20.913955,72.05,8.220,0
2023-01-22 00:18:22.361410,72.05,7.966,0
2023-01-22 00:18:23.811693,72.05,9.034,0
2023-01-22 00:18:25.288487,72.05,8.754,0
2023-01-22 00:18:27.593390,72.05,8.754,0
2023-01-22 00:18:29.000634,72.05,9.323,0
2023-01-22 00:18:30.441997,72.05,9.034,0
2023-01-22 00:18:31.878238,72.05,8.483,0
2023-01-22 00:18:34.029827,72.05,8.220,0
2023-01-22 00:18:35.490784,72.1616,8.483,0
2023-01-22 00:18:36.919798,72.05,8.754,0
2023-01-22 00:18:38.360765,72.1616,8.483,0
2023-01-22 00:18:40.591090,72.05,9.323,0
2023-01-22 00:18:42.040101,72.05,8.754,0
2023-01-22 00:18:43.519898,72.05,9.323,0
2023-01-22 00:18:44.931099,72.05,9.323,0
2023-01-22 00:18:46.370029,72.05,8.483,0
2023-01-22 00:18:47.849505,72.05,8.754,0
2023-01-22 00:18:49.320707,72.05,9.034,0
2023-01-22 00:18:50.760163,72.05,9.034,0
2023-01-22 00:18:52.199114,72.1616,8.754,0
2023-01-22 00:18:54.471775,72.05,9.034,0
2023-01-22 00:18:55.883678,72.05,8.754,0
2023-01-22 00:18:57.326326,72.05,9.034,0
2023-01-22 00:18:58.760036,72.05,8.754,0
2023-01-22 00:19:00.212182,72.05,8.483,0
2023-01-22 00:19:01.696529,72.05,9.034,0
2023-01-22 00:19:03.168467,72.05,9.034,0
2023-01-22 00:19:04.600198,72.05,9.323,0
2023-01-22 00:19:06.038648,72.05,9.323,0
2023-01-22 00:19:08.345815,72.1616,8.483,0
2023-01-22 00:19:09.841042,72.1616,9.034,0
2023-01-22 00:19:11.330648,72.05,8.754,0
2023-01-22 00:19:12.760306,72.05,8.754,0
2023-01-22 00:19:15.249954,72.05,8.483,0
2023-01-22 00:19:16.688399,72.1616,9.034,0
2023-01-22 00:19:18.190245,72.05,9.034,0
2023-01-22 00:19:19.641832,72.05,9.034,0
2023-01-22 00:19:22.454196,72.05,8.754,0
2023-01-22 00:19:23.898514,72.05,8.483,0
2023-01-22 00:19:25.318829,72.05,9.323,0
2023-01-22 00:19:32.105093,72.05,8.754,0
2023-01-22 00:20:38.569082,71.9366,8.483,0
2023-01-22 00:21:53.115285,72.05,8.754,0
2023-01-22 00:24:01.395321,72.1616,8.754,0
2023-01-22 00:24:02.347783,72.1616,8.754,0
2023-01-22 00:24:04.596141,72.1616,9.323,0
2023-01-22 00:24:06.058676,72.1616,9.034,0
2023-01-22 00:24:07.478381,72.1616,8.220,0
2023-01-22 00:24:08.931847,72.1616,8.483,0
2023-01-22 00:24:11.016604,72.1616,8.483,0
2023-01-22 00:24:12.440915,72.275,7.719,0
2023-01-22 00:24:13.921018,72.1616,7.719,0
2023-01-22 00:24:15.326770,72.275,7.966,0
2023-01-22 00:24:17.543786,72.1616,8.220,0
2023-01-22 00:24:19.003465,72.1616,8.754,0
2023-01-22 00:24:20.440501,72.1616,9.034,0
2023-01-22 00:24:21.890648,72.275,9.034,0
2023-01-22 00:24:24.158771,72.1616,8.483,0
2023-01-22 00:24:25.570725,72.275,7.966,0
2023-01-22 00:24:27.119541,72.275,9.034,0
2023-01-22 00:24:28.560471,72.275,8.754,0
2023-01-22 00:24:30.703571,72.275,9.034,0
2023-01-22 00:24:32.131291,72.275,9.034,0
2023-01-22 00:24:33.560408,72.275,8.754,0
2023-01-22 00:24:35.001881,72.275,8.483,0
2023-01-22 00:24:37.195247,72.275,8.483,0
2023-01-22 00:24:38.600207,72.275,8.220,0
2023-01-22 00:24:40.040251,72.275,9.323,0
2023-01-22 00:24:41.503586,72.275,9.034,0
2023-01-22 00:24:43.728067,72.275,8.754,0
2023-01-22 00:24:45.161511,72.275,9.034,0
2023-01-22 00:24:46.611401,72.3866,9.034,0
2023-01-22 00:24:48.042413,72.3866,9.034,0
2023-01-22 00:24:50.410103,72.3866,8.754,0
2023-01-22 00:24:51.920136,72.275,8.483,0
2023-01-22 00:24:53.360834,72.275,9.034,0
2023-01-22 00:24:54.851604,72.275,8.754,0
2023-01-22 00:24:56.968702,72.3866,8.754,0
2023-01-22 00:24:58.441956,72.3866,9.034,0
2023-01-22 00:24:59.881193,72.275,9.622,0
2023-01-22 00:25:01.329159,72.3866,9.034,0
2023-01-22 00:25:03.605132,72.3866,7.966,0
2023-01-22 00:25:05.089914,72.3866,8.483,0
2023-01-22 00:25:06.521269,72.3866,9.323,0
2023-01-22 00:25:07.971162,72.3866,9.034,0
2023-01-22 00:25:10.126468,72.3866,9.323,0
2023-01-22 00:25:11.562214,72.3866,9.323,0
2023-01-22 00:25:13.041822,72.3866,8.754,0
2023-01-22 00:25:14.521447,72.275,9.034,0
2023-01-22 00:25:16.762466,72.3866,8.483,0
2023-01-22 00:25:18.198419,72.3866,8.483,0
2023-01-22 00:25:19.662045,72.3866,9.034,0
2023-01-22 00:25:21.078917,72.275,8.754,0
2023-01-22 00:25:23.316327,72.3866,9.323,0
2023-01-22 00:25:24.770671,72.3866,9.034,0
2023-01-22 00:25:26.201058,72.3866,8.483,0
2023-01-22 00:25:27.641066,72.3866,9.034,0
2023-01-22 00:25:29.827440,72.3866,8.483,0
2023-01-22 00:25:31.243683,72.5,8.483,0
